Gene,Ensembl ID,Gene Description,Synonym,OMIM ID,Functio l Summary from Literature,Ciliary Localization,Reference,Protein complexes,Gene annotation
ABCA13,ENSG00000179869,ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638],FLJ33876; FLJ33951,607807,ABCA13 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ABCB6,ENSG00000115657,ATP binding cassette subfamily B member 6 (LAN blood group) [Source:HGNC Symbol;Acc:HGNC:47],MTABC3; EST45597; UMAT,605452,"ABCB6 has localized in basal body,flagella.","basal body,flagella",https://www.proteinatlas.org/,NA,NA
ABHD2,ENSG00000140526,"abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]",LABH2,612196,ABHD2 localized in the flagella of human sperm and found that this enzyme also follows CatSper distribution (30184496).,flagella,3.0184496E7,NA,NA
ABITRAM,ENSG00000119328,actin binding transcription modulator [Source:HGNC Symbol;Acc:HGNC:1364],C9ORF6; CG-8; SIMIATE; FAM206A; FLJ20457,620392,Actin binding transcription modulator ABITRAM was observed in individual cilia of ASC52telo and hTERT-RPE1.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ABLIM1,ENSG00000099204,actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78],LIMATIN; ABLIM; LIMAB1,602330,ABLIM1 localized to flagella(25613900).,flagella,2.56139E7,NA,NA
ABRAXAS2,ENSG00000165660,"abraxas 2, BRISC complex subunit [Source:HGNC Symbol;Acc:HGNC:28975]",FAM175B; EM:AC068896.4; KIAA0157; ABRO1,611144,ABRAXAS2 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACAA2,ENSG00000167315,acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83],DSAEC,604770,ACAA2 has localized in basal body.,basal body,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACLY,ENSG00000131473,ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115],ACL; ATPCL; CLATP,108728,"ACLY has localized in primary cilia, basal body.","cilia, basal body",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTN1,ENSG00000072110,actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163],NA,102575,"ACTN1 has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTN2,ENSG00000077522,actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164],NA,102573,"ACTN2 has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTN3,ENSG00000248746,actinin alpha 3 [Source:HGNC Symbol;Acc:HGNC:165],NA,102574,"ACTN3 has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTN4,ENSG00000282844; ENSG00000130402,actinin alpha 4 [Source:HGNC Symbol;Acc:HGNC:166],FSGS1,604638,"ACTN4 has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTR10,ENSG00000131966,actin related protein 10 [Source:HGNC Symbol;Acc:HGNC:17372],ARP10; HARP11; ARP11; ACTR11,619731,"ACTR10 has localized in basal body,flagella.","basal body,flagella",https://www.proteinatlas.org/,NA,NA
ACTR1A,ENSG00000138107,actin related protein 1A [Source:HGNC Symbol;Acc:HGNC:167],ARP1A; ARP1,605143,ACTR1A has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTR1B,ENSG00000115073; ENSG00000291597,actin related protein 1B [Source:HGNC Symbol;Acc:HGNC:168],ARP1B; CTRN2,605144,ACTR1B has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ACTR3,ENSG00000115091,actin related protein 3 [Source:HGNC Symbol;Acc:HGNC:170],ARP3,604222,"ACTR3 is necessary for nucleating actin polymerization at filament branches, caused a significant increase in cilium length and also facilitated ciliogenesis independently of serum starvation (20393563). Arp3 of the Arp2/3 complex and actin nucleator N-WASp localized to the basal body at the base of the primary cilium in mDCs (29945904)","basal body,cilia","20393563 , 29945904",NA,NA
ACTRT1,ENSG00000123165,actin related protein T1 [Source:HGNC Symbol;Acc:HGNC:24027],ARIP1; KIAA0705; AIP1; ARP-T1,300487,Actin-Related Protein-Testis1 (ARP-T1)/ACTRT1 participates in the regulation of cilia length and that ARP-T1-associated BDCS is a case of skin cancer with ciliopathy characteristics.,"basal body,cilia",3.3972689E7,NA,NA
ACVR1B,ENSG00000135503,activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172],ALK4; ACVRLK4; SKR2; ACTRIB,601300,ACVR1B has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADAM22,ENSG00000008277,ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201],MDC2,603709,"Two disintegrin and metalloprotei se domain-containing proteins, ADAM9 and ADAM22, localized in cilia membranes(24748648).",cilia,2.4748648E7,NA,NA
ADAM30,ENSG00000134249,ADAM metallopeptidase domain 30 [Source:HGNC Symbol;Acc:HGNC:208],SVPH4,604779,ADAM30 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
ADAM32,ENSG00000275594; ENSG00000197140,ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479],NA,618602,ADAM32 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
ADAM9,ENSG00000282230; ENSG00000168615,ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:HGNC:216],MLTNG; MDC9; CORD9; MCMP; KIAA0021,602713,"Two disintegrin and metalloprotei se domain-containing proteins, ADAM9 and ADAM22, localized in cilia membranes(24748648).",cilia,2.4748648E7,NA,NA
ADCY2,ENSG00000078295,adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233],KIAA1060; AC2; HBAC2,103071,"ADCY2 has localized in ciliary tip, primary cilia.",cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADCY4,ENSG00000129467; ENSG00000284814,adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235],AC4,600292,"P2Y12 purinergic receptor, adenylyl cyclases (i.e., AC4, AC6, and AC8), and protein ki se A (i.e., PKA RI-尾 and PKA RII-伪 regulatory subunits), exchange protein directly activated by cAMP (EPAC) isoform 2, and A-ki se anchoring proteins (i.e., AKAP150) are expressed in cholangiocyte cilia.",cilia,1.8687752E7,NA,NA
ADCY8,ENSG00000155897,adenylate cyclase 8 [Source:HGNC Symbol;Acc:HGNC:239],AC8; ADCY3; HBAC1,103070,"P2Y12 purinergic receptor, adenylyl cyclases (i.e., AC4, AC6, and AC8), and protein ki se A (i.e., PKA RI-尾 and PKA RII-伪 regulatory subunits), exchange protein directly activated by cAMP (EPAC) isoform 2, and A-ki se anchoring proteins (i.e., AKAP150) are expressed in cholangiocyte cilia.",cilia,1.8687752E7,NA,NA
ADCY9,ENSG00000162104,adenylate cyclase 9 [Source:HGNC Symbol;Acc:HGNC:240],AC9,603302,"ADCY9 has localized in basal body , primary cilia.","basal body ,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADH1A,ENSG00000187758,"alcohol dehydroge se 1A (class I), alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:249]",ADH1,103700,"ADH1A has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADH1B,ENSG00000196616,"alcohol dehydroge se 1B (class I), beta polypeptide [Source:HGNC Symbol;Acc:HGNC:250]",ADH2,103720,"ADH1B has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADH1C,ENSG00000248144,"alcohol dehydroge se 1C (class I), gamma polypeptide [Source:HGNC Symbol;Acc:HGNC:251]",ADH3,103730,"ADH1C has localized in transition zone, primary cilia.","transition zone,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADORA1,ENSG00000163485,adenosine A1 receptor [Source:HGNC Symbol;Acc:HGNC:262],RDC7,102775,ADORA1 has localized in primary cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ADRB2,ENSG00000169252,adrenoceptor beta 2 [Source:HGNC Symbol;Acc:HGNC:286],BAR; B2AR; ADRB2R; ARB2; ADRBR,109690,"ADRB2, KISS1R, and P2RY14 localized to cilia in both MIN6 and 伪-TC9 cells (34385262).",cilia,3.4385262E7,NA,GPCRs
ADRB3,ENSG00000188778,adrenoceptor beta 3 [Source:HGNC Symbol;Acc:HGNC:288],NA,109691,ADRB3 has localized in basal body.,basal body,https://doi.org/10.1101/2024.10.20.619273,NA,GPCRs
AFG3L2,ENSG00000141385,AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315],SPAX5; SCA28,604581,AFG3L2 has localized in flagella.,flagella,https://www.proteinatlas.org/,NA,NA
AGBL2,ENSG00000165923; ENSG00000285501,AGBL carboxypeptidase 2 [Source:HGNC Symbol;Acc:HGNC:26296],CCP2; FLJ23598,617345,AGBL2 has localized in basal body.,basal body,https://doi.org/10.1101/2024.10.20.619273,NA,NA
AGO2,ENSG00000123908,argo ute RISC catalytic component 2 [Source:HGNC Symbol;Acc:HGNC:3263],EIF2C2; CASC7; Q10; HAGO2; LINC00980,606229,hAgo2 localized to the proximal portion of the shaft of the primary cilium and localized to the basal body of primary human astrocytes as well as human synoviocytes during interphase and specifically with the distal end of the basal body in the pericentriolar region (21880135).,"basal body, cilia",2.1880135E7,NA,NA
AGTPBP1,ENSG00000135049,ATP/GTP binding carboxypeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17258],N 1; CCP1; KIAA1035,606830,"AGTPBP1 has localized in basal body , primary cilia.","basal body ,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
AIDA,ENSG00000186063,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]",FLJ12806; C1ORF80,612375,"AIDA has localized in basal body , primary cilia.","basal body ,cilia",https://doi.org/10.1101/2024.10.20.619273,NA,NA
AJM1,ENSG00000232434,apical junction component 1 homolog [Source:HGNC Symbol;Acc:HGNC:37284],C9ORF172; AJM-1,NA,AJM-1::CFP apical junction and the DYF-19::RFP BB fusion proteins localized to adjacent zones in the head when expressed in ciliated sensory neurons and localization of the AJM-1::CFP fusion protein was restricted to a  rrow band in the distal AWC dendrite(27623382).,cilia,2.7623382E7,NA,NA
AJUBA,ENSG00000129474,ajuba LIM protein [Source:HGNC Symbol;Acc:HGNC:20250],JUB; MGC15563,609066,"GFP-Ajuba co-localized with the centrosome/basal body marker 纬-tubulin, although additio l GFP-Ajuba granules could be seen scattered in the cytoplasm (20457130)",basal body,2.045713E7,NA,NA
AK9,ENSG00000155085,adenylate ki se 9 [Source:HGNC Symbol;Acc:HGNC:33814],DJ70A9.1; FLJ42177; FLJ25791; C6ORF224; MGC26954; AKD1; AKD2; C6ORF199,615358,"Six of the iNPH-associated proteins examined (Cwh43, Rxfp2, Ak9, HAVCR1/Kim1, spatacsin, and myo7A) localized to ependymal motile cilia in vivo or in cultured mouse ependymal cells (38100419).",cilia,3.8100419E7,NA,NA
AKAP3,ENSG00000111254,A-ki se anchoring protein 3 [Source:HGNC Symbol;Acc:HGNC:373],SOB1; FSP95; CT82; AKAP110,604689,"N-termi l domain of Sp17 binds the RII binding domain of AKAP3 along the length of the flagella in spermatozoa (15257753) , AKAP3 and AKAP4 localized correctly to the FS of the amorphous flagellum in DFS sperm.",flagella,"15257753, 11229805",NA,NA
AKAP4,ENSG00000147081,A-ki se anchoring protein 4 [Source:HGNC Symbol;Acc:HGNC:374],CT99; P82; AKAP82; HI; FSC1; HAKAP82,300185,"AKAP4 binds AKAP3 and expression of AKAP3 is reduced in AKAP4 knockout sperm, AND AKAP3 and AKAP4 localized correctly to the fibrous sheath of the amorphous flagellum in Dysplasia of the fibrous sheath (DFS) sperm (11229805).",flagella,"15257753, 11229805",NA,NA
AKAP5,ENSG00000179841,A-ki se anchoring protein 5 [Source:HGNC Symbol;Acc:HGNC:375],AKAP75; AKAP79,604688,A-ki se anchoring protein (AKAP)150 are expressed in cholangiocyte primary cilia(18687752).,cilia,1.8687752E7,NA,NA
AKAP9,ENSG00000127914,A-ki se anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379],AKAP350; LQT11; AKAP450; MU-RMS-40.16A; KIAA0803; CG- P; HYPERION; PRKA9; PPP1R45; YOTIAO,604001,PKARII尾 was colocalized with AKAP9 to centrosome-Golgi in all the wild type cells examined (PKA-mediated Gli2 and Gli3 phosphorylation is inhibited by Hedgehog sig ling in cilia and reduced in Talpid3 mutant).,basal body,2.867382E7,NA,NA
AKT3,ENSG00000117020; ENSG00000275199,AKT serine/threonine ki se 3 [Source:HGNC Symbol;Acc:HGNC:393],PKBG; RAC-GAMMA; PRKBG,611223,AKT3 localized to cilia,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
AKTIP,ENSG00000166971,AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710],FTS; FLJ13258,608483,AKTIP has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ALDOB,ENSG00000136872,"aldolase, fructose-bisphosphate B [Source:HGNC Symbol;Acc:HGNC:417]",NA,612724,"ALDOB interacts with BBS proteins (BBS1/2/4/7) has been confirmed , even if ALDOB expression did not overlap with gama-tubulin, it was found adjacent to the centrosome, possibly associated in part to the centriolar satellites ( 18000879)",basal body,1.8000879E7,NA,Metabolic enzymes
ANKEF1,ENSG00000132623,ankyrin repeat and EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:15803],DJ839B4.6; ANKRD5; FLJ21669,NA,"ankef1a, odf3l2a, and saxo2 have distinct distribution patterns within the kinocilium (37367482).",cilia,3.7367482E7,NA,NA
ANKH,ENSG00000154122,ANKH inorganic pyrophosphate transport regulator [Source:HGNC Symbol;Acc:HGNC:15492],SLC62A1; CMDJ; HANK; ANK; CPPDD; CCAL2,605145,"ANKH localized at cilial and basal body in re l tissues and re l epithelial cells, in addition to a centrosomal localisation in dividing mpkCCDcl4 cells. and postulate a sensory role at this location(19910700).","cilia, basal body",1.99107E7,NA,NA
ANKMY2,ENSG00000106524,ankyrin repeat and MYND domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25370],ZMYND20; DKFZP564O043,NA,"DAF-25(C. elegans ortholog of mammalian Ankmy2), which localizes to sensory cilia, is required for proper DAF-11 ciliary localization, mouse Ankmy2 interacts with guanylyl cyclase GC1 from ciliary photoreceptors, ciliary localization of DAF-25 itself is influenced in che-11 mutants (21124868)",cilia,2.1124868E7,NA,NA
ANKRD35,ENSG00000198483,ankyrin repeat domain 35 [Source:HGNC Symbol;Acc:HGNC:26323],FLJ25124,NA,ANKRD35 has localized in cilia.,cilia,https://doi.org/10.1101/2024.10.20.619273,NA,NA
ANKRD45,ENSG00000183831,ankyrin repeat domain 45 [Source:HGNC Symbol;Acc:HGNC:24786],FLJ45235; CT117,618712,"The expression pattern of ankrd45 in early zebrafish embryos was tissue specific with high enrichment in ciliated organs, suggesting that Ankrd45 possibly plays a role during cilia development (31208154). Mtmr11 and Ankrd45 are similarly uncharacterized and were found specifically at basal bodies(29180514).",basal body,"31208154 , 29180514",NA,NA
